18:8,1,4,6,4,5,3,7,9,2,8,4,9,1,8,6,6,9,1,9,1,7,6,7,5,8,9,3,2,6
19:1,3,5,1,4,7,9,4,4,8,6,2,7,7,2,4,1,4,2,2,2,3,7,6,9,7,1,4,2,8
20:5,3,6,1,1,5,8,8,8,6,4,2,8,7,8,6,9,1,7,9,8,1,4,6,1,6,3,1,9,8
21:2,1,4,8,7,6,7,2,6,9,5,5,4,7,2,2,6,4,7,4,3,4,1,3,7,9,2,5,7,2
22:4,6,9,1,6,6,6,7,2,7,5,9,1,5,6,2,3,5,9,3,5,8,2,8,4,6,5,7,4,3
23:9,4,3,9,6,8,6,1,8,1,2,5,5,6,2,1,2,6,4,6,5,4,3,5,7,2,7,1,7,5
24:2,7,3,6,1,6,7,9,7,6,1,1,6,4,7,2,9,7,5,8,9,6,7,5,9,3,7,7,6,1
25:3,6,8,7,9,8,5,8,9,7,3,7,8,3,2,4,5,3,4,2,5,2,3,4,3,3,3,4,1,4
26:7,8,3,8,8,9,8,9,7,6,8,6,8,7,6,4,8,6,6,9,7,8,6,6,7,3,4,8,4,8
27:7,7,5,4,2,8,5,9,9,1,6,7,8,3,4,2,1,3,4,2,8,9,8,5,4,4,9,9,8,2
28:1,4,1,6,7,2,9,2,8,7,4,6,2,1,9,1,2,1,9,5,3,7,7,5,3,9,3,2,6,1
29:7,9,3,4,7,4,3,6,2,7,2,5,9,4,6,2,7,9,7,7,9,2,4,3,6,2,6,5,4,6
30:3,3,1,5,7,9,8,4,6,1,2,4,4,2,9,5,2,4,8,8,8,9,7,7,6,1,4,2,8,7
31:6,6,5,9,5,5,6,3,3,1,4,2,5,6,6,7,6,5,5,6,3,8,1,3,7,7,8,9,8,3
32:2,8,6,2,4,5,6,7,6,5,2,3,6,5,1,2,2,7,7,5,7,5,1,2,7,1,1,7,8,1
33:3,3,8,2,3,6,2,1,7,2,7,2,9,7,1,2,4,9,8,4,4,6,6,4,2,3,6,3,7,7
34:5,1,5,5,8,3,9,6,4,2,6,6,1,6,3,6,7,6,6,2,8,8,3,9,1,4,1,2,2,2
35:7,1,3,1,2,5,4,5,7,5,6,2,6,5,4,1,3,9,7,3,9,6,6,4,3,5,1,4,8,8
36:4,5,3,9,9,2,1,8,1,6,6,9,4,8,9,2,4,7,8,2,9,4,8,6,1,3,2,3,1,8
37:6,7,4,1,2,2,6,8,7,7,4,3,1,3,8,6,3,2,5,9,5,2,3,7,7,2,5,5,9,9
38:7,5,6,5,7,4,1,2,1,4,8,8,4,2,8,5,5,2,9,5,2,7,9,9,3,9,1,6,6,3
39:8,2,2,1,5,8,5,4,7,6,8,3,2,9,1,5,1,6,1,9,1,2,5,2,9,8,8,8,8,7
40:1,2,4,2,6,3,9,9,2,7,8,2,2,6,5,8,8,4,2,5,7,7,2,3,2,6,4,5,7,4
41:7,3,9,4,8,6,9,8,3,1,6,7,8,3,4,4,9,1,6,8,6,8,4,3,5,4,8,6,4,9
42:8,8,4,5,8,5,3,9,5,2,8,8,3,2,2,8,5,1,5,4,5,5,7,8,2,6,2,1,6,7
43:7,8,7,8,4,1,6,9,4,9,1,6,3,9,3,8,6,3,2,6,4,5,9,9,4,6,9,3,1,7
44:3,9,4,8,7,3,5,2,2,8,4,8,7,8,4,7,5,9,6,6,3,3,6,5,7,1,9,7,9,4
45:8,7,6,1,1,4,9,6,8,5,6,5,9,9,6,6,2,9,5,3,8,7,7,9,2,7,6,2,9,7
46:3,2,1,9,1,4,4,3,2,7,2,7,7,6,4,8,1,8,2,9,6,8,7,9,3,8,9,4,9,9
47:4,3,9,7,8,4,1,3,5,3,8,4,5,2,1,7,2,1,4,6,5,9,2,4,3,6,6,6,2,2
48:2,4,9,4,6,5,4,4,5,2,7,3,4,7,5,2,3,6,6,6,8,1,2,2,8,7,7,7,7,2
49:7,5,3,4,2,8,1,5,9,6,8,4,6,8,4,9,9,2,8,5,6,9,3,8,2,9,1,7,2,2
50:8,5,8,7,2,1,4,5,6,5,9,6,1,3,8,5,3,9,7,2,2,1,5,9,8,7,9,6,5,8
51:1,3,1,6,4,4,7,6,2,9,9,4,6,8,8,3,6,3,3,5,7,1,4,3,6,1,2,3,8,9
52:4,6,6,5,4,1,2,6,3,7,1,2,5,2,5,1,3,1,5,1,4,2,9,6,2,1,2,2,3,3
53:6,3,5,7,3,4,1,3,7,4,9,8,6,9,2,2,4,5,4,1,4,1,5,6,5,3,6,6,8,9
54:8,4,2,5,4,2,5,2,6,4,9,4,3,2,8,6,1,7,5,3,8,7,7,9,9,8,1,9,4,8
55:8,8,7,2,2,3,4,4,8,3,8,5,8,1,9,9,5,3,7,4,6,4,8,1,1,4,4,3,7,4
56:5,7,5,2,7,7,4,5,3,2,6,2,6,2,7,3,2,6,9,4,8,1,4,8,7,5,2,9,5,1
57:2,3,5,7,8,7,3,4,2,4,3,7,6,1,7,5,2,9,2,7,1,9,6,8,5,1,7,6,1,5
58:3,9,9,6,8,1,1,3,1,6,2,4,6,2,7,3,4,3,7,4,5,2,1,8,5,8,4,4,6,3
59:8,7,3,1,9,4,9,2,6,4,3,9,3,4,5,6,4,2,9,9,4,7,2,9,7,1,2,4,9,9
60:4,9,5,9,3,7,5,6,8,9,7,3,5,2,9,2,6,7,6,7,8,4,8,2,4,7,9,3,1,2
61:3,4,3,2,7,1,3,2,3,8,2,5,2,8,2,1,9,3,2,6,8,1,6,2,4,4,8,5,1,6
62:9,1,3,2,3,6,9,6,4,6,3,8,7,5,2,6,9,3,8,6,5,9,9,7,6,9,4,8,1,1
63:3,5,3,4,6,3,8,7,1,8,6,2,7,8,7,6,9,2,2,3,3,4,5,2,6,4,2,5,8,8
64:6,2,3,2,6,2,9,8,9,7,7,3,7,7,3,4,7,8,7,4,4,4,6,4,2,7,8,6,8,4
65:2,4,9,8,5,3,7,5,1,6,4,1,4,4,8,2,2,6,1,9,3,5,5,9,9,5,1,8,9,3
66:6,1,6,5,3,7,4,1,7,8,7,7,5,1,9,9,8,7,7,8,4,7,7,6,6,5,5,7,6,6
67:3,6,3,1,2,9,2,3,5,2,8,2,8,7,6,3,1,7,3,1,7,1,1,8,8,9,1,9,3,9
68:3,5,4,9,3,5,2,1,1,6,5,3,8,7,4,5,7,2,1,8,6,3,8,2,8,1,4,5,5,4
69:5,3,6,1,1,5,8,8,8,6,4,2,8,7,8,6,9,1,7,9,8,1,4,6,1,6,3,1,9,9
70:4,9,5,9,3,7,5,6,8,2,7,3,5,2,9,2,6,7,6,7,8,4,8,2,4,7,9,3,1,2
71:3,1,1,4,6,5,6,6,5,5,2,4,2,2,1,2,3,7,2,3,7,1,3,5,1,7,1,3,4,4
72:4,6,9,1,6,6,6,7,2,7,5,9,1,5,6,2,3,5,9,3,5,8,2,8,4,6,5,7,8,3
73:2,2,6,3,4,2,1,3,7,7,4,7,7,3,8,6,3,6,6,1,4,4,2,5,5,4,9,2,7,6
74:5,3,6,1,1,5,8,8,8,6,4,2,8,7,8,6,9,1,7,9,8,1,4,6,1,6,5,1,9,9
75:8,9,1,4,7,4,5,2,9,2,6,4,4,2,5,4,1,7,5,8,6,8,3,3,6,7,1,8,6,8
76:2,8,6,2,4,5,6,7,6,5,2,3,6,5,1,2,5,7,7,5,7,5,1,2,7,1,1,7,8,1
77:6,6,4,6,6,8,9,9,2,8,4,7,1,1,8,9,8,9,8,6,8,3,1,6,9,1,5,5,6,2
78:6,7,5,5,6,4,8,6,1,2,5,7,4,4,4,1,9,7,9,6,5,2,6,7,1,8,3,6,1,8
79:9,3,7,1,6,1,8,1,7,3,5,6,6,4,3,4,3,6,1,1,4,8,7,2,1,9,5,4,4,5
80:6,6,4,6,6,8,9,9,2,8,4,7,1,1,8,9,8,9,8,6,8,3,1,6,9,1,5,5,6,5
81:3,5,3,7,4,5,4,7,2,3,1,4,2,2,6,6,1,2,9,2,5,7,1,9,4,9,2,8,9,9
82:3,7,2,5,7,3,6,9,4,2,4,1,9,1,3,5,8,1,1,3,2,5,7,6,5,8,4,1,7,4
83:5,3,5,1,9,6,6,3,3,6,5,8,6,8,5,7,1,8,1,4,8,1,1,1,6,1,4,5,8,3
84:2,2,6,6,8,2,1,1,2,6,2,7,2,6,2,7,7,2,8,2,3,2,8,6,2,1,4,3,3,5
85:4,8,3,4,6,5,4,5,3,7,7,4,2,3,9,8,6,9,4,9,6,2,8,7,1,5,6,6,4,2
86:1,3,5,1,4,7,9,4,4,8,6,2,7,7,2,4,1,4,2,2,2,3,7,6,9,7,1,4,2,1
87:6,5,7,2,7,8,7,4,6,2,5,3,5,8,4,1,6,7,1,7,8,5,1,5,1,7,4,1,7,9
88:8,3,1,6,3,3,6,6,6,7,6,1,4,3,5,7,7,6,2,3,1,9,8,6,1,3,4,2,3,4
89:7,3,9,4,7,6,9,8,3,1,6,7,8,3,4,4,9,1,6,8,6,8,4,3,5,4,8,6,4,9
90:4,3,9,7,8,4,1,3,5,3,8,4,5,2,1,7,2,1,4,6,5,9,2,4,3,6,6,6,2,9
91:3,9,9,6,8,1,1,3,1,6,2,4,6,2,7,7,4,3,7,4,5,2,1,8,5,8,4,4,6,5
92:5,8,4,2,9,1,8,8,6,1,7,8,1,4,3,9,2,7,2,3,4,5,9,4,4,4,3,1,2,3
93:8,4,2,2,4,7,5,7,6,3,5,7,7,7,9,2,1,2,8,5,8,6,8,5,1,5,2,6,7,5
94:8,1,4,3,4,5,3,7,9,2,8,4,9,1,8,6,6,9,1,9,1,7,6,7,5,8,9,3,2,4
95:2,2,6,6,8,2,1,1,2,6,2,7,2,6,2,7,7,1,8,2,3,2,8,6,2,1,4,3,3,5
96:6,8,2,6,5,6,7,9,5,6,9,5,9,6,4,2,6,1,8,1,4,5,3,2,9,5,7,3,9,9
97:7,7,2,4,5,3,1,5,1,9,5,5,3,9,6,9,5,2,9,3,2,8,7,1,6,4,1,8,6,1
98:1,1,3,2,1,9,4,9,2,9,7,9,3,7,1,1,6,5,3,7,9,7,2,9,7,6,5,7,9,1
99:9,2,8,7,4,6,8,4,7,5,1,8,1,7,8,5,5,9,5,4,8,6,1,6,1,1,8,9,5,4
100:3,1,3,9,8,5,7,5,1,4,5,8,4,7,8,6,5,8,7,5,3,1,6,9,2,7,2,3,2,8
101:6,2,3,3,9,1,1,2,3,5,6,4,7,5,3,3,9,4,8,7,7,1,6,2,4,3,1,4,2,2
102:2,5,1,6,1,6,8,3,9,8,1,8,5,9,7,3,2,9,6,9,8,3,9,2,8,9,1,6,5,7
103:4,9,2,9,5,6,2,6,7,1,9,7,3,4,1,3,2,9,7,2,8,1,2,3,3,5,2,7,4,7
104:3,6,3,1,2,9,2,3,7,2,8,2,8,7,6,3,1,7,3,1,7,1,1,8,8,9,1,9,3,5
105:2,8,1,8,9,7,3,7,3,9,7,8,2,5,9,5,4,9,8,5,3,8,1,5,6,4,4,7,6,6
106:4,8,5,4,8,7,3,9,4,6,1,2,1,8,4,2,1,5,2,3,4,9,7,5,6,3,6,2,6,1
107:8,4,1,4,5,5,4,8,2,6,6,1,3,2,1,2,4,9,4,8,1,5,5,5,9,3,8,6,3,7
108:6,9,1,5,3,5,6,4,6,9,7,3,8,5,9,2,7,3,5,6,9,4,5,1,3,3,8,6,9,6
109:6,4,5,3,9,1,5,9,4,6,6,3,7,4,7,8,7,3,9,2,6,6,2,2,4,7,1,7,8,7
110:2,5,6,5,4,4,8,4,1,6,1,9,6,3,9,3,2,1,6,9,7,7,6,7,3,5,7,5,1,2
111:5,6,1,5,6,1,1,1,2,6,2,5,6,5,9,1,4,6,9,5,8,6,7,4,1,8,7,3,5,4
112:4,6,7,4,6,2,2,3,8,5,2,5,1,6,6,9,4,4,2,7,9,1,5,1,4,5,2,2,7,1
113:9,1,5,7,8,3,3,5,4,7,7,3,3,6,8,4,2,3,8,6,5,6,6,2,4,4,8,1,9,5
114:6,9,4,6,9,8,3,7,6,7,8,1,3,5,9,6,5,8,6,5,9,1,6,7,5,7,1,4,5,4
115:5,1,6,5,5,4,6,5,8,9,6,8,2,6,6,8,9,9,7,5,7,9,5,8,4,9,2,8,6,2
116:7,1,2,9,3,6,6,5,4,4,9,1,5,1,8,9,2,1,6,6,3,3,1,4,5,6,7,2,5,7
117:4,3,9,7,8,4,1,3,5,3,8,4,5,2,1,7,2,1,9,6,5,9,2,4,3,6,6,6,2,9
118:4,6,3,1,1,2,7,2,1,9,8,4,8,2,4,6,6,6,6,1,6,2,2,5,3,4,1,3,2,9
119:7,1,4,9,1,1,5,9,9,8,9,1,5,7,3,6,6,9,2,1,3,6,2,2,4,7,7,1,5,6
120:1,1,2,1,2,3,2,7,8,5,5,9,6,1,1,4,7,7,4,3,6,4,5,4,1,7,5,3,1,8
121:5,2,6,6,4,9,1,3,4,1,5,8,4,2,5,4,9,5,1,6,3,5,7,9,4,3,8,6,7,7
122:7,5,3,6,4,7,4,9,9,9,2,5,3,5,6,2,5,7,9,2,8,7,6,8,6,2,6,3,8,3
123:4,6,3,1,1,2,8,2,1,9,8,4,8,2,4,6,6,6,6,1,6,2,2,5,3,4,1,3,2,4
124:9,4,3,9,6,8,6,1,8,1,2,5,5,6,2,1,2,6,4,6,5,4,3,5,7,2,7,1,7,3
125:9,8,6,9,3,5,4,4,7,5,6,8,6,8,1,6,7,9,8,4,1,3,2,7,8,3,2,1,4,8
126:7,3,9,4,8,6,9,8,3,1,6,7,8,3,4,4,9,1,6,8,6,8,4,3,5,4,8,6,4,6
127:5,4,6,9,1,2,4,7,9,2,3,2,5,1,6,7,5,8,8,1,2,2,3,3,8,8,3,9,2,3
128:2,2,5,3,1,7,7,8,8,2,2,3,7,9,6,8,8,6,2,6,1,6,7,3,3,7,4,2,8,3
129:9,2,8,7,4,6,8,4,7,5,1,8,1,7,8,5,5,9,5,9,8,6,1,6,1,1,8,9,5,3
130:7,3,3,1,8,2,2,2,1,8,8,4,7,7,5,2,2,8,2,8,1,1,5,4,5,3,2,7,9,9
131:6,2,1,5,5,7,5,3,4,1,5,4,8,2,4,8,7,1,9,5,4,6,6,3,1,7,8,8,2,4
132:9,6,7,9,3,7,2,9,5,7,4,9,9,5,8,9,7,1,6,8,3,4,4,7,3,9,9,3,7,7
133:9,4,3,9,6,8,6,1,8,1,2,5,5,6,2,1,2,6,4,1,5,4,3,5,7,2,7,1,7,3
134:6,2,8,5,5,3,6,8,7,4,1,4,4,2,3,7,3,1,9,8,1,4,7,6,4,9,9,7,1,2
135:2,3,5,5,9,2,8,6,8,4,5,2,7,8,4,2,3,4,7,2,3,5,9,6,8,4,3,7,4,3
136:6,6,1,5,6,4,1,5,9,8,2,3,1,3,9,4,3,5,9,6,1,9,1,4,9,9,8,1,6,8
137:4,9,2,6,8,8,3,9,6,5,7,9,3,7,3,2,5,5,6,8,4,3,7,5,9,9,3,6,3,7
138:7,9,3,4,7,4,3,6,2,7,2,5,9,4,6,2,7,9,7,7,9,2,4,3,6,2,6,5,4,1
139:9,7,3,5,1,4,4,1,7,8,8,6,8,6,3,5,9,4,4,8,1,4,6,8,1,4,3,7,7,1
140:4,8,5,4,8,7,3,9,4,6,1,2,1,8,4,2,1,5,2,3,4,9,7,5,6,3,6,2,6,9
141:5,6,1,5,6,1,1,1,2,6,2,5,6,5,9,1,4,6,9,5,8,6,7,4,1,8,7,3,5,6
142:7,6,9,6,9,2,7,5,4,1,5,8,3,2,4,2,1,8,5,3,7,9,7,8,6,6,7,6,3,4
143:6,2,1,5,5,7,5,3,4,1,5,4,8,2,4,8,7,1,9,5,4,6,6,3,1,7,8,8,2,9
144:7,7,2,4,5,3,1,5,1,4,5,5,3,9,6,9,5,2,9,3,2,8,7,1,6,4,1,8,6,1
145:4,9,5,9,3,7,5,6,8,2,7,3,5,2,9,2,6,7,6,7,8,4,8,2,4,7,9,3,1,7
146:2,6,5,7,3,5,2,6,8,3,3,7,8,3,1,6,9,2,1,1,1,8,7,4,4,6,9,2,4,3
147:3,8,5,9,4,1,1,9,6,6,6,2,9,2,9,2,1,8,9,8,4,2,6,6,4,4,8,4,4,9
148:8,4,6,9,2,6,4,9,5,9,7,7,3,8,9,8,2,2,9,4,4,6,4,9,5,9,2,8,9,4
149:7,8,1,6,1,3,8,5,9,7,6,7,3,2,2,8,8,6,9,3,4,7,6,1,1,1,6,7,3,8
150:2,2,7,3,2,9,8,5,4,4,2,6,5,9,3,4,6,6,4,7,5,6,5,7,2,4,5,3,4,2
151:9,7,6,2,5,9,9,2,3,2,1,9,7,1,3,9,5,2,3,6,7,9,9,2,5,3,2,9,5,5
152:2,3,5,7,8,7,3,4,2,4,3,7,6,1,7,5,2,9,2,7,1,9,6,8,5,1,7,6,1,2
153:4,1,4,7,3,1,9,3,5,2,9,2,1,7,3,9,1,2,6,4,5,6,9,2,3,9,8,9,1,1
154:8,1,2,7,5,2,2,5,3,3,6,9,2,3,9,2,9,3,4,3,3,2,1,7,2,1,2,5,8,8
155:9,3,9,4,7,6,4,8,7,8,2,5,3,5,7,1,7,6,8,6,2,3,8,5,9,8,7,7,1,1
156:8,1,4,6,4,5,3,7,9,2,8,4,9,1,8,6,6,9,1,9,1,7,6,7,5,8,9,3,2,4
157:8,5,4,8,7,8,5,3,2,1,8,6,1,6,5,9,1,4,5,4,4,3,3,7,1,7,1,7,6,9
158:2,4,5,9,4,5,2,7,5,4,7,5,8,5,9,3,6,8,7,3,2,1,5,4,8,8,4,8,3,9
159:4,1,4,6,6,6,7,9,7,6,2,3,6,1,7,9,4,4,7,1,2,3,6,3,2,4,2,2,8,3
160:1,3,5,1,4,7,9,4,4,8,6,2,7,7,2,4,1,4,2,2,2,3,7,6,9,7,1,4,2,1
161:3,7,2,9,9,1,8,7,9,8,1,1,2,6,8,2,7,5,8,9,4,7,3,4,1,1,9,1,3,6
162:3,7,3,8,4,6,6,1,1,7,7,6,8,4,1,1,5,3,8,2,5,9,7,3,5,4,6,1,5,7
163:7,5,3,4,2,8,1,5,9,6,8,4,6,8,4,9,9,2,8,5,6,9,3,8,2,9,1,7,2,2
164:1,1,5,8,6,9,3,8,9,4,4,4,9,9,3,3,6,4,4,3,7,8,6,1,2,9,4,6,1,8
165:5,7,5,5,1,6,8,5,3,2,2,5,3,9,5,4,2,7,9,2,1,3,7,5,2,8,3,9,6,3
166:1,4,7,5,6,2,2,3,4,2,7,4,3,3,3,2,4,9,2,8,4,5,8,4,6,3,9,1,3,9
167:8,9,7,2,8,3,1,8,7,7,1,8,9,5,7,2,1,5,2,3,7,4,7,7,5,8,6,1,8,2
168:3,5,2,1,6,4,7,2,7,4,7,8,8,9,8,2,5,6,1,4,2,4,8,3,4,4,6,2,8,5
169:7,6,6,3,9,5,3,4,8,3,8,9,5,7,1,9,8,8,7,3,8,6,9,1,4,2,8,3,2,5
170:2,2,4,7,9,7,4,9,9,5,6,1,7,6,4,6,6,8,4,1,9,2,6,9,1,6,5,7,2,2
171:1,7,6,9,1,7,8,7,5,3,6,3,9,6,9,2,7,6,3,9,1,7,8,5,4,5,1,2,7,9
172:7,7,9,1,3,7,3,1,9,3,7,6,6,3,7,6,1,3,8,2,6,9,8,5,8,1,5,3,7,1
173:4,3,2,3,2,2,7,9,4,8,6,9,6,6,5,6,9,3,9,4,3,2,3,2,3,6,6,6,6,1
174:2,2,1,1,7,9,2,8,3,9,4,5,1,7,7,9,7,4,2,2,1,4,5,5,9,3,2,9,2,2
175:3,5,6,9,4,3,8,1,3,2,7,1,7,5,9,6,6,1,4,9,6,8,2,6,4,7,5,6,8,8
176:5,6,1,4,8,8,5,5,9,4,9,6,9,3,3,6,5,2,8,6,8,7,1,5,7,9,4,7,8,4
177:2,9,2,1,5,9,6,8,4,7,3,9,4,8,9,5,7,6,1,8,4,1,7,9,3,5,3,9,5,5
178:2,1,4,8,7,6,7,2,6,9,5,5,4,7,2,2,6,4,7,4,3,4,1,3,7,9,4,5,7,2
179:3,1,1,1,5,5,8,3,8,2,9,4,9,4,5,8,5,9,1,8,3,2,2,2,5,2,3,3,6,4
180:9,1,7,4,2,2,7,5,1,8,9,1,2,9,9,7,3,6,6,6,3,1,7,1,1,7,6,1,2,8
181:1,5,6,6,4,1,9,7,3,5,7,3,8,2,3,6,3,2,1,8,7,1,7,6,2,9,8,7,4,3
182:4,8,3,4,6,5,4,5,3,7,7,4,2,3,9,8,6,9,4,9,6,2,8,7,1,5,6,6,4,4
183:3,6,3,1,2,9,2,3,5,2,8,2,8,7,6,3,1,7,3,1,7,1,1,8,8,9,1,9,3,5
184:7,5,7,7,2,5,7,4,7,6,3,6,5,8,7,7,3,4,5,8,2,5,1,8,6,7,2,7,5,1
185:4,2,9,1,7,6,2,3,4,9,8,5,6,4,9,1,3,4,9,7,2,2,5,9,7,4,9,3,2,3
186:9,7,2,7,9,8,6,6,7,2,3,1,9,3,7,9,2,7,5,3,2,7,2,8,5,7,3,3,7,6
187:4,1,4,7,3,1,9,3,5,2,9,2,1,7,3,9,1,2,6,4,5,6,9,2,3,9,8,9,1,6
188:2,6,3,7,3,5,2,6,8,3,3,7,8,3,1,6,9,2,1,1,1,8,7,4,4,6,9,2,4,3
189:8,8,7,7,2,1,2,3,3,4,1,2,3,6,2,8,1,4,4,8,8,7,6,9,4,4,7,2,9,9
190:2,2,4,7,9,7,4,9,9,5,6,1,7,6,4,6,6,8,4,1,9,2,6,9,1,6,5,7,2,5
191:7,6,5,2,8,7,8,8,9,1,8,3,5,6,2,3,3,1,9,6,1,2,2,7,2,1,6,3,2,2
192:2,5,9,1,4,8,4,2,7,5,7,2,7,2,2,7,1,5,3,1,1,7,5,7,6,2,2,3,4,5
193:8,5,4,8,7,8,5,3,2,1,8,6,1,6,5,9,1,4,5,4,4,3,3,7,1,7,1,7,6,9
194:3,3,1,5,7,9,8,4,6,1,2,4,4,2,9,5,2,4,8,8,8,9,7,7,6,1,4,2,8,7
195:1,6,6,6,9,5,6,4,9,4,1,4,2,5,7,9,5,2,8,7,5,6,1,8,2,4,5,8,1,5
196:8,1,2,7,5,2,2,5,3,3,6,9,2,3,9,2,4,3,4,3,3,2,1,7,2,1,2,5,8,8
197:6,2,4,2,4,4,1,1,7,2,9,4,3,8,4,9,2,1,9,2,6,5,4,6,2,2,3,1,5,5
198:7,8,7,8,4,1,6,9,4,9,1,6,3,9,3,8,6,3,2,6,4,5,9,9,4,6,9,3,1,1
199:5,3,2,8,3,8,1,9,1,3,9,3,8,5,4,2,1,9,6,5,8,9,3,8,2,2,5,3,8,5
200:6,2,1,6,7,3,3,6,2,9,7,7,9,3,6,7,3,9,1,9,7,6,2,8,1,3,5,4,7,9
201:9,6,6,8,5,6,1,7,7,6,4,2,4,1,3,8,4,2,1,9,4,9,8,8,7,4,7,2,6,9
202:2,4,4,2,5,3,2,8,3,9,8,9,2,6,5,4,7,9,5,8,1,4,7,3,8,6,5,5,2,3
203:9,5,4,3,4,1,1,5,5,2,2,8,5,5,5,8,2,1,6,5,7,6,6,2,2,5,4,9,8,9
204:7,5,7,7,2,5,7,4,7,6,3,6,5,8,2,7,3,4,5,8,2,5,1,8,6,7,2,7,5,8
205:4,8,5,4,8,7,3,9,4,6,1,2,9,8,4,2,1,5,2,3,4,9,7,5,6,3,6,2,6,1
206:7,1,2,8,1,4,2,2,8,2,5,4,2,6,5,3,3,7,8,4,8,2,4,7,4,7,7,2,6,5
207:1,1,8,8,5,5,1,1,9,2,3,6,3,3,4,8,4,6,3,4,5,5,7,6,5,9,2,5,5,2
208:9,2,1,3,4,6,1,4,8,6,1,8,6,3,6,3,8,2,7,1,4,4,9,4,4,4,1,7,7,4
209:2,2,8,1,9,5,7,4,2,8,9,2,8,2,6,7,6,5,4,1,4,4,7,1,1,9,5,3,9,5
210:3,1,3,9,8,5,7,5,1,4,5,8,4,7,8,6,5,8,7,5,3,1,6,9,2,7,2,3,2,9
211:4,6,4,9,3,8,5,6,3,1,8,9,8,4,2,7,7,7,7,4,5,6,8,3,5,6,3,9,9,1
212:8,1,2,6,1,9,8,2,4,1,6,6,6,8,4,5,2,3,8,4,9,5,1,4,5,3,6,5,6,3
213:4,7,6,5,4,3,3,6,8,2,8,9,8,9,9,1,1,8,8,6,5,3,2,5,3,6,9,9,2,6
214:4,7,6,2,3,9,9,3,6,9,7,7,4,2,7,5,8,4,9,3,1,1,7,7,8,5,6,1,4,2
215:4,4,1,3,3,4,1,2,4,3,6,1,9,4,8,9,3,2,1,4,5,3,6,2,7,5,4,5,8,7
216:6,6,7,7,7,9,5,8,4,1,5,9,4,9,3,1,1,9,5,4,3,7,6,6,9,6,3,7,1,2
217:3,5,7,5,6,1,5,5,4,6,9,7,5,7,6,5,5,9,7,1,6,4,3,8,2,7,3,9,2,6
218:2,4,9,8,5,3,7,5,1,6,4,1,4,4,8,2,2,6,1,9,3,5,5,9,9,5,1,8,9,6
219:2,2,4,3,1,4,8,9,1,1,8,4,9,9,4,2,4,7,9,5,9,7,8,9,3,1,4,4,9,9
220:1,7,9,7,4,7,1,3,2,4,6,9,2,6,9,7,8,1,5,8,8,2,4,8,3,1,2,5,4,1
221:7,5,3,4,2,8,1,5,9,6,8,4,6,8,4,9,9,2,8,5,6,9,3,8,2,9,1,7,2,6
222:9,2,8,1,5,8,5,1,8,9,6,7,4,7,7,3,3,5,9,1,8,2,6,8,5,8,9,2,1,4
223:5,5,2,9,9,2,1,8,3,7,6,4,7,5,6,2,1,3,1,2,3,9,9,3,9,2,7,7,9,2
224:5,3,2,6,4,6,8,1,3,1,4,8,6,5,9,6,4,2,9,2,3,4,6,7,3,1,8,4,6,4
225:6,7,2,3,1,4,5,1,6,5,7,9,2,2,6,7,6,9,6,8,1,1,4,6,8,1,7,3,9,2
